image_id,algorithm,W,H,S_raw,S_encoded,CR,saving_percent,bpp,T_enc,T_decode,T_total,PeakRSS,PeakRSS_additional,PSNR,SSIM,lossless_exact
1000,JPEG,512,384,589824,44338,13.302900446569534,92.48284233940971,1.8041178385416667,0.0009258029999728024,0.0013337509999473696,0.002259553999920172,254976,0,32.74286629477422,0.9137041976952839,False
1000,Huffman,512,384,589824,557521,1.0579404183878276,5.476718478732634,22.685587565104168,0.041770905000248604,0.11131170700036819,0.1530826120006168,254976,0,inf,1.0,True
1000,LZW,512,384,589824,546595,1.0790878072430228,7.329135470920134,22.241007486979168,0.007723864000126923,0.0029525370000555995,0.010676401000182523,254976,0,inf,1.0,True
1000,Slepian-Wolf,512,384,589824,571411,1.032223740880032,3.121778700086808,23.250773111979168,0.10939701799998147,0.8611488159999681,0.9705458339999495,254976,0,40.13066339588386,0.9943075096272594,False
1000,Wyner-Ziv,512,384,589824,276504,2.133148164221856,53.12093098958333,11.2509765625,0.11900086000014198,0.8389761939997697,0.9579770539999117,254976,0,33.99563669211484,0.9133471041979941,False
1001,JPEG,512,384,589824,39010,15.119815431940529,93.38616265190971,1.5873209635416667,0.000969578999956866,0.0013704390003113076,0.0023400180002681736,254976,0,34.22498240275197,0.9392707401638404,False
1001,Huffman,512,384,589824,569710,1.035305681838128,3.410169813368058,23.181559244791668,0.04127537900012612,0.11594182499993622,0.15721720400006234,254976,0,inf,1.0,True
1001,LZW,512,384,589824,488459,1.2075199760880646,17.185635036892364,19.875447591145832,0.005915715999890381,0.0028370050004014047,0.008752721000291785,254976,0,inf,1.0,True
1001,Slepian-Wolf,512,384,589824,571411,1.032223740880032,3.121778700086808,23.250773111979168,0.12350737399992795,1.1705720850000034,1.2940794589999314,254976,0,38.06037447825563,0.9898570358451922,False
1001,Wyner-Ziv,512,384,589824,276504,2.133148164221856,53.12093098958333,11.2509765625,0.1253595220000534,1.1947201259999929,1.3200796480000463,254976,0,32.62958838042284,0.9226065136559255,False
1002,JPEG,384,512,589824,44968,13.11652730830813,92.37603081597221,1.8297526041666667,0.0009205650003423216,0.001444467000055738,0.0023650320003980596,254976,0,33.58974197534753,0.950126982806465,False
1002,Huffman,384,512,589824,565490,1.043031707015155,4.125637478298616,23.009847005208332,0.04159284300021682,0.11185996200038062,0.15345280500059744,254976,0,inf,1.0,True
1002,LZW,384,512,589824,491941,1.198973047580909,16.595289442274307,20.017130533854168,0.005764395999904082,0.0029036070000074687,0.00866800299991155,254976,0,inf,1.0,True
1002,Slepian-Wolf,384,512,589824,571411,1.032223740880032,3.121778700086808,23.250773111979168,0.11061614500022188,1.2554086049999569,1.3660247500001788,254976,0,31.680294347670674,0.9798253799527203,False
1002,Wyner-Ziv,384,512,589824,276504,2.133148164221856,53.12093098958333,11.2509765625,0.11940084399975603,1.1596192209999572,1.2790200649997132,254976,0,30.543400553584185,0.9324153205365957,False
