timestamp,algorithm,image_id,mode,input_size_bytes,output_size_bytes,compression_ratio,gate_decision,gate_d_hist,gate_d_mean,gate_p_blocks,capture_time_ms,compression_time_ms,total_pipeline_time_ms,cpu_freq_hz,cpu_temp_c,ram_used_mb,energy_mj,psnr_db,ssim,psnr_db_veg,ssim_veg,psnr_db_bg,ssim_bg
1785612450.0924342,algo/jpeg-qveg-qbg,img_0026,TEST,2584513,262348,9.851468278774757,True,0.0,0.0,0.0,0.08487701416015625,10359.691619873047,10378.565073013306,1000000000,52.616,147.640625,0.0,36.07110388656645,0.9155775438311101,36.16680990340381,0.9191505132711081,35.66290410211421,0.899398993392602
1785612465.42711,algo/jpeg-qveg-qbg,img_0027,TEST,2215886,232277,9.53984251561713,True,0.0,0.0,0.0,0.07486343383789062,10339.318752288818,10357.996702194214,1000000000,53.154,148.03125,0.0,36.77308945509063,0.9188688804114241,37.0048242001128,0.9217888495748948,35.23136191475727,0.8944159384593683
1785612480.4875758,algo/jpeg-qveg-qbg,img_0028,TEST,2652246,268208,9.888765435781185,True,0.0,0.0,0.0,0.05316734313964844,10347.94545173645,10366.441249847412,1000000000,52.616,148.06640625,0.0,36.38586146537707,0.9217939889701608,36.5675840114678,0.9239413528380466,34.05803610526954,0.8836589393560303
1785612495.945597,algo/jpeg-qveg-qbg,img_0029,TEST,2767710,272765,10.146866350154895,True,0.0,0.0,0.0,0.07176399230957031,10344.571352005005,10362.635135650635,1000000000,53.692,150.359375,0.0,36.76179580339968,0.9231396512388659,36.84879810442588,0.9238134431831783,33.80968049595828,0.8887861342372433
1785612511.2739468,algo/jpeg-qveg-qbg,img_0030,TEST,2773772,272620,10.174499303059203,True,0.0,0.0,0.0,0.0553131103515625,10311.453580856323,10329.806566238403,1000000000,53.154,150.96875,0.0,36.777565092162064,0.9236866340146431,36.8658989129579,0.924431812130608,33.81675607356831,0.8861540130154157
1785612526.6777575,algo/jpeg-qveg-qbg,img_0031,TEST,2786691,274856,10.138730826323602,True,0.0,0.0,0.0,0.04839897155761719,10356.571674346924,10374.215841293335,1000000000,53.692,153.1015625,0.0,36.72050648147334,0.9228516516711603,36.80455224413511,0.9234976728571888,33.81766079693413,0.8894348891139997
1785612541.958603,algo/jpeg-qveg-qbg,img_0032,TEST,2781516,273363,10.175173670174823,True,0.0,0.0,0.0,0.05602836608886719,10314.59641456604,10332.423448562622,1000000000,54.23,150.97265625,0.0,36.76111981403232,0.9231995366617177,36.839014965895046,0.9238491505840135,34.01459969963837,0.8893476959843278
1785612557.177518,algo/jpeg-qveg-qbg,img_0033,TEST,2798989,276863,10.109653510942236,True,0.0,0.0,0.0,0.04863739013671875,10336.75479888916,10354.205131530762,1000000000,53.692,151.58984375,0.0,36.68356883579543,0.9224060860077388,36.782086846323764,0.9231742526213434,33.68333748463648,0.8868473804391891
1785612572.4391022,algo/jpeg-qveg-qbg,img_0034,TEST,2787472,274231,10.164685976421339,True,0.0,0.0,0.0,0.17642974853515625,10339.183330535889,10361.623048782349,1000000000,53.692,141.58203125,0.0,36.723909472505596,0.922238604447306,36.834546516894044,0.9231809066876909,33.51350039893307,0.8794051499893188
1785612587.7864876,algo/jpeg-qveg-qbg,img_0035,TEST,2670690,272435,9.803035586470168,True,0.0,0.0,0.0,0.057697296142578125,10326.720237731934,10348.175287246704,1000000000,54.23,153.40625,0.0,35.759402971224816,0.9129424815543792,36.2486896152648,0.9174864755065966,33.82235805037943,0.8886584910150704
1785612602.9268773,algo/jpeg-qveg-qbg,img_0036,TEST,2821360,288352,9.784430140938852,True,0.0,0.0,0.0,0.0553131103515625,10317.043542861938,10333.1880569458,1000000000,53.692,153.875,0.0,35.72160024985703,0.9154743493024023,36.0557025844473,0.9188238810408685,33.191898196989115,0.878897150134463
1785612618.4924443,algo/jpeg-qveg-qbg,img_0037,TEST,2840560,288485,9.846473820129296,True,0.0,0.0,0.0,0.052928924560546875,10523.054599761963,10539.024353027344,1000000000,54.23,147.66015625,0.0,35.76685685236306,0.9154935681521854,36.08055487630668,0.9191481229993949,33.466125398278486,0.8782244616335123
1785612633.7472792,algo/jpeg-qveg-qbg,img_0038,TEST,2949832,306422,9.626697821957954,True,0.0,0.0,0.0,0.05435943603515625,10315.236330032349,10331.51912689209,1000000000,53.692,143.71875,0.0,35.39677183817191,0.914816241067197,35.51312777804828,0.918008696428342,34.68428589264765,0.8927360137939706
1785612649.0432446,algo/jpeg-qveg-qbg,img_0039,TEST,2972871,308250,9.644350364963504,True,0.0,0.0,0.0,0.055789947509765625,10353.417158126831,10369.885683059692,1000000000,53.692,145.23046875,0.0,35.38602891828147,0.9145453276101949,35.526806202507196,0.917968921600219,34.45784874397701,0.8883797687132705
1785612664.1719184,algo/jpeg-qveg-qbg,img_0040,TEST,2971494,305616,9.722966075074604,True,0.0,0.0,0.0,0.06580352783203125,10324.579954147339,10341.024398803711,1000000000,54.23,143.73046875,0.0,35.423209568106124,0.9146820416928922,35.55403194384751,0.9183659189592716,34.64469052047445,0.88973964008847
1785612679.4091392,algo/jpeg-qveg-qbg,img_0041,TEST,2938246,286287,10.263288238725474,True,0.0,0.0,0.0,0.051021575927734375,10305.62949180603,10322.202920913696,1000000000,53.692,145.96875,0.0,34.337199666382716,0.8956967096609841,34.86349979564999,0.9102144770219925,33.565864552714245,0.8706773549128995
1785612694.5719638,algo/jpeg-qveg-qbg,img_0042,TEST,2952160,290032,10.178738897776798,True,0.0,0.0,0.0,0.05173683166503906,10313.810586929321,10330.48129081726,1000000000,53.692,144.52734375,0.0,34.50880279317835,0.9006313548574215,35.011117472558766,0.9140064982559633,33.66199327868094,0.8741177228539719
1785612709.84222,algo/jpeg-qveg-qbg,img_0043,TEST,2924345,284964,10.262155921449727,True,0.0,0.0,0.0,0.05340576171875,10325.11019706726,10341.994047164917,1000000000,53.692,145.54296875,0.0,34.4087234137878,0.8959410009088552,34.87375532934338,0.9102656560510741,33.729852245570264,0.8718192838097254
1785612725.1901958,algo/jpeg-qveg-qbg,img_0044,TEST,2886007,285014,10.12584294104851,True,0.0,0.0,0.0,0.054836273193359375,10313.06529045105,10329.795837402344,1000000000,53.692,147.09375,0.0,34.443391858150136,0.8860214506582991,34.46242759618385,0.890480606732955,34.39297664910634,0.8740154032846444
1785612740.5612423,algo/jpeg-qveg-qbg,img_0045,TEST,2844416,281367,10.10927365327135,True,0.0,0.0,0.0,0.05435943603515625,10317.250967025757,10336.090087890625,1000000000,53.692,148.3359375,0.0,34.559874723968406,0.8888804196956345,34.67230697287174,0.8944317552149363,34.278812729224434,0.8742829927928835
1785612755.920027,algo/jpeg-qveg-qbg,img_0046,TEST,2893702,290385,9.965053291320144,True,0.0,0.0,0.0,0.05316734313964844,10316.053628921509,10334.806442260742,1000000000,52.616,151.62890625,0.0,34.37993858464508,0.8894949380803988,34.4437962144964,0.8940577897499855,34.20867822138834,0.8768872760263636
1785612771.254655,algo/jpeg-qveg-qbg,img_0047,TEST,2836834,277808,10.211491389736796,True,0.0,0.0,0.0,0.05364418029785156,10294.793605804443,10313.880443572998,1000000000,52.616,144.2578125,0.0,34.827029539331186,0.8941110384627714,35.013659775870536,0.9029493357142245,34.52734780546574,0.8789463110986384
1785612786.6461318,algo/jpeg-qveg-qbg,img_0048,TEST,2887634,279508,10.331131845957897,True,0.0,0.0,0.0,0.118255615234375,10324.865818023682,10343.93858909607,1000000000,53.692,152.2578125,0.0,34.71954606620776,0.8925906182889382,34.83873709633451,0.9023094525793457,34.543860592328336,0.8776235122593299
1785612801.8849425,algo/jpeg-qveg-qbg,img_0049,TEST,2900660,277067,10.469164498117784,True,0.0,0.0,0.0,0.0820159912109375,10306.36215209961,10325.556755065918,1000000000,53.154,146.80078125,0.0,34.73701518664866,0.8921951109081238,34.64887047963898,0.9002339443409165,34.86381291053735,0.8807971110685925
1785612817.0615356,algo/jpeg-qveg-qbg,img_0050,TEST,2740130,265697,10.312988102989495,True,0.0,0.0,0.0,0.09012222290039062,10332.52763748169,10351.304531097412,1000000000,52.616,146.94921875,0.0,34.867458566900204,0.8864159786914589,34.53339493634976,0.8828029009882664,35.86416401920082,0.8957489429539599
