algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
Adaptive Thresholding,11.796175113984999,0.1741394558153573,0.0750992382791546,0.7274253415268986,0.8422075606276748,0.9895038967568927,0.7330818898615509,0.0,0.0012323856353759766,0.0,0.0,99.99589204788208
Region Growing,8.789703860071409,0.224006363803656,0.11080598654400658,0.4505083755056837,0.6211730771270109,0.9804827424592414,0.4545849630595393,0.0,0.05361366271972656,93.2,0.0,68.75462112426759
Split and Merge,6.848197144841265,0.11970337495756771,0.20525308749347712,0.1756829966720842,0.2988611677967217,0.984644747115468,0.1761656422673372,0.0,0.0030596256256103516,0.0,0.0,99.98980124791463
MobileNet-Seg,6.753042506121311,0.1827268713805835,0.4267815191855912,0.20377825952307216,0.338564445587857,0.9885817307692307,0.20425901781833986,0.0,0.26445722579956055,102.1,0.0,65.78514258066814
K-Means,24.37163216473671,0.671208864024272,0.27402541767813793,0.3999290112501736,0.5713561302555283,0.9799954621086069,0.4032207873035631,0.0,0.3043689727783203,98.6,0.0,66.11877009073893
Otsu,15.118306129061397,0.45769518571060624,0.2681091251175917,0.4964962806671698,0.6635449577540162,0.979908203896775,0.5016026139723043,0.0,0.0017940998077392578,0.0,0.0,99.99401966730754
Adaptive Thresholding,13.150051982738276,0.3557662966020582,0.11688976042288345,0.5880486677960881,0.7405927535107456,0.9830080840327481,0.5940874435973238,0.0,0.0016453266143798828,0.0,0.0,99.99451557795207
Region Growing,8.401728939650353,0.06090239492946642,0.01934382704342879,0.11616122483767491,0.20814416815916253,0.9663529715096042,0.11663295472226544,0.0,0.017548561096191406,113.8,0.0,66.6081714630127
Split and Merge,15.118306129061397,0.45769518571060624,0.2681091251175917,0.4964962806671698,0.6635449577540162,0.979908203896775,0.5016026139723043,0.0,0.016121625900268555,62.0,0.0,79.27959458033244
MobileNet-Seg,8.392804978677994,0.033254834710856954,0.02322708178897949,0.037037037037037035,0.07142857142857142,0.9929107589658048,0.03704683367045278,0.0,0.2610015869140625,99.6,0.0,65.92999471028646
K-Means,23.059412008129875,0.6625066923317514,0.08737864077669903,0.38503340620092985,0.5559915081861531,0.9855386555284105,0.38722112987877566,0.0,0.29958629608154297,100.1,0.0,65.6680456797282
Otsu,12.099664599632957,0.38326214633401895,0.15196506550218342,0.4262267343485618,0.5976984221141298,0.985103811149033,0.42899165518415877,0.0,0.0016255378723144531,627.5,0.0,66.66124820709229
Adaptive Thresholding,13.621347565377436,0.25115897161048967,0.056205262627280976,0.6720499768625636,0.8038635042758697,0.9945443754565376,0.674536700159465,0.0,0.0013761520385742188,0.0,0.0,99.99541282653809
Region Growing,9.437024619410963,0.3139999381912734,0.08928571428571429,0.47716666409968117,0.6460566376110439,0.9892710029696331,0.4796488674892787,0.0,0.054010629653930664,111.1,0.0,66.4866312344869
Split and Merge,12.099664599632957,0.38326214633401895,0.15196506550218342,0.4262267343485618,0.5976984221141298,0.985103811149033,0.42899165518415877,0.0,0.007795810699462891,128.1,0.0,66.64068063100179
MobileNet-Seg,7.901258071071724,0.021732438247157235,0.03254769921436588,0.02862583601684419,0.0556584036965127,0.9994594594594595,0.028626279202984935,0.0,0.2686276435852051,96.8,0.0,66.83790785471598
K-Means,24.31672219731647,0.5486917737978777,0.17258809936452918,0.39133322008246724,0.5625298302864817,0.9881068434392669,0.39318520357497516,0.0,0.297147274017334,97.6,0.0,66.47617575327556
Otsu,15.38954482429184,0.46003068894883326,0.16483011937557393,0.5169968621177629,0.6816057106354502,0.9834967081199707,0.5215212264150944,0.0,0.002201080322265625,0.0,0.0,99.99266306559245
Adaptive Thresholding,11.969090339519433,0.36810052606100085,0.11818035296961882,0.5569196257087105,0.7154121722310494,0.9827824625145739,0.5624069016881827,0.0,0.0016064643859863281,0.0,0.0,99.99464511871338
Region Growing,7.453946263322483,0.0007144902196864828,0.0019801980198019802,1.551638530287984e-05,3.103228909680523e-05,1.0,1.551638530287984e-05,0.0,0.0019230842590332031,0.0,0.0,99.99358971913655
Split and Merge,15.38954482429184,0.46003068894883326,0.16483011937557393,0.5169968621177629,0.6816057106354502,0.9834967081199707,0.5215212264150944,0.0,0.010477542877197266,95.2,0.0,68.23174152374268
MobileNet-Seg,7.461698247976555,0.0031579843080576826,0.0062847474014986705,0.0050117924528301884,0.009973599295981225,1.0,0.0050117924528301884,0.0,0.2736244201660156,102.3,0.0,65.75458526611328
K-Means,25.62821454612639,0.7398324380213008,0.3138006571741512,0.44271292302459686,0.6137228217190497,0.9929609209750685,0.44410669975186107,0.0,0.306732177734375,97.8,0.0,66.37755940755208
Otsu,11.686495017429577,0.5003243312758049,0.15869400151860288,0.5795894446243773,0.7338482117575841,0.9905374416827012,0.5828163771712159,0.0,0.0013225078582763672,0.0,0.0,99.99559164047241
Adaptive Thresholding,11.473824508173172,0.15271236571854555,0.04455687214307904,0.6734304570558282,0.804850245454044,0.9881935979050973,0.6788926799007444,0.0,0.0011692047119140625,0.0,0.0,99.99610265096028
Region Growing,6.163343955457234,0.00297947518057023,0.046044098573281456,0.0055366004962779155,0.011012230670758981,1.0,0.0055366004962779155,0.0,0.0032787322998046875,0.0,0.0,99.98907089233398
Split and Merge,11.686495017429577,0.5003243312758049,0.15869400151860288,0.5795894446243773,0.7338482117575841,0.9905374416827012,0.5828163771712159,0.0,0.0042455196380615234,234.8,0.0,66.6525149345398
MobileNet-Seg,6.452948019137922,0.06470635230614087,0.4226552984165652,0.07222790539074367,0.13472491254445054,0.9919114516815666,0.07227047146401985,0.0,0.27742481231689453,100.9,0.0,65.74191729227702
K-Means,25.986252844094974,0.6251193608179609,0.2256013270666298,0.009350067799817098,0.01852690775599469,0.022589615633690146,0.0157027857218515,0.0,0.3223862648010254,99.3,0.0,65.82537911732992
Otsu,15.332989895218319,0.520078819191043,0.18450106157112525,0.9134622735264888,0.95477427087495,0.9603761453142582,0.9492373689227837,0.0,0.0013630390167236328,0.0,0.0,99.99545653661092
Adaptive Thresholding,11.957146468714825,0.2778673040268202,0.07009191024260993,0.4641256025960871,0.6339969764521998,0.6141226110697443,0.655200720262684,0.0,0.0015347003936767578,0.0,0.0,99.99488433202107
Region Growing,7.353218660695138,0.11690874398504598,0.14046822742474915,0.008764741511383475,0.01737717656200332,0.02608419043579684,0.013028280902446775,0.0,0.035524845123291016,84.4,0.0,71.7482505162557
Split and Merge,15.332989895218319,0.520078819191043,0.18450106157112525,0.9134622735264888,0.95477427087495,0.9603761453142582,0.9492373689227837,0.0,0.012301206588745117,81.2,0.0,72.89232931137086
MobileNet-Seg,7.278102538036141,0.17276944340556052,0.22105263157894736,0.0032758724007750234,0.0065303522010074265,0.013158950493460643,0.004342760300815591,0.0,0.2649564743041992,98.1,0.0,66.41681175231933
K-Means,22.843216216995668,0.6773062587751274,0.3048868909512761,0.6537645178984522,0.7906379787724965,0.9530647011785975,0.6755131711884872,0.0,0.32412075996398926,98.7,0.0,66.0195974667867
Otsu,18.066113588722022,0.7014935615457679,0.44516086584643727,0.7130429648290657,0.8324869597187435,0.7798394214004348,0.892757694487568,0.0,0.0012812614440917969,0.0,0.0,99.9957291285197
Adaptive Thresholding,10.92913712075681,0.4114997388567904,0.2755213196389667,0.43600733697686606,0.6072494558346259,0.6445409772563776,0.5740371109632587,0.0,0.0014977455139160156,0.0,0.0,99.99500751495361
Region Growing,6.252361696225784,0.003712168370842988,0.006924127169884923,0.0,0.0,0.0,0.0,0.0,0.002353668212890625,0.0,0.0,99.99215443929036
Split and Merge,18.066113588722022,0.7014935615457679,0.44516086584643727,0.7130429648290657,0.8324869597187435,0.7798394214004348,0.892757694487568,0.0,0.01788926124572754,111.7,0.0,66.60703579584758
MobileNet-Seg,6.256847739114352,0.013743712590090293,0.018082298895513636,0.0,0.0,0.0,0.0,0.0,0.273113489151001,102.5,0.0,65.75628836949666
K-Means,22.1372915204115,0.5670945291102614,0.2910752946836661,0.9020921096227577,0.9485262097025047,0.9598116485785511,0.9375030744256972,0.0,0.26435041427612305,98.3,0.0,66.35216528574625
Otsu,14.169668939831068,0.643138340524731,0.40527169505271693,0.857295587678464,0.9231654814299591,0.9007933721828266,0.9466771607063801,0.0,0.0013344287872314453,747.3,0.0,66.66221857070923
Adaptive Thresholding,8.863080890568627,0.3302522531557745,0.24169560622074587,0.43633025460404296,0.6075625758148877,0.6467827487572552,0.5728269959171627,0.0,0.0014202594757080078,0.0,0.0,99.99526580174764
Region Growing,4.440655102763676,0.0026471258750174545,0.006981910504601714,0.0,0.0,0.0,0.0,0.0,0.0022971630096435547,0.0,0.0,99.99234278996785
Split and Merge,14.169668939831068,0.643138340524731,0.40527169505271693,0.857295587678464,0.9231654814299591,0.9007933721828266,0.9466771607063801,0.0,0.020114898681640625,99.4,0.0,66.79961700439453
MobileNet-Seg,4.432208546451862,0.00026363455882354414,0.0,0.0,0.0,0.0,0.0,0.0,0.28383517265319824,98.6,0.0,66.187216091156
K-Means,25.022244602295597,0.7455277611681272,0.21369127516778524,0.4241899311731498,0.5956929225355937,0.9858729645206513,0.4267841025800629,0.0,0.28315210342407227,102.4,0.0,65.72282632191975
Otsu,12.697584515248172,0.4485705897596932,0.2957931638913234,0.5994301555521331,0.7495546504126104,0.9831266260830028,0.6056611994646914,0.0,0.0013751983642578125,0.0,0.0,99.99541600545247
Adaptive Thresholding,10.517418351269157,0.29616183799693113,0.20367857681290516,0.5405493079584776,0.7017617744086474,0.9866354639524064,0.5445364289938066,0.0,0.001474618911743164,0.0,0.0,99.99508460362752
Region Growing,9.522890047373952,0.021636078952808103,0.13941657195432158,0.4382924832815951,0.609462245511554,0.9831289406221853,0.441614017615387,0.0,0.10578298568725586,94.5,0.0,68.14739004770915
Split and Merge,12.697584515248172,0.4485705897596932,0.2957931638913234,0.5994301555521331,0.7495546504126104,0.9831266260830028,0.6056611994646914,0.0,0.013361692428588867,74.8,0.0,75.0221276919047
MobileNet-Seg,6.844458949644685,0.12369319243519623,0.08677184466019418,0.13579171656531408,0.23911376458344744,0.9960073009354323,0.13586567489340512,0.0,0.4273855686187744,93.6,0.0,67.37538143793742
K-Means,25.82108431620242,0.8119580577041531,0.2690380064040095,0.44132735591810324,0.6123901750785609,0.9925507587831751,0.4427939903548906,0.0,0.5479683876037598,98.5,0.0,65.34010537465413
Otsu,10.493516334172408,0.30825258963558916,0.25469808995687,0.4583866245473457,0.6286215422328353,0.9933547051359113,0.45979658711512306,0.0,0.0024857521057128906,0.0,0.0,99.99171415964763
Adaptive Thresholding,10.664958492053414,0.33982135230682586,0.25966585347822874,0.5185339249399149,0.682940191751636,0.9937405887389649,0.5202330901446767,0.0,0.0024864673614501953,0.0,0.0,99.99171177546184
Region Growing,9.073886035628941,0.05402793649229595,0.12571022727272727,0.40113787042461996,0.5725887207702889,0.9938118339126781,0.4021423271917893,0.0,0.10792160034179688,92.6,0.0,68.77359466552734
Split and Merge,10.493516334172408,0.30825258963558916,0.25469808995687,0.4583866245473457,0.6286215422328353,0.9933547051359113,0.45979658711512306,0.0,0.011624336242675781,171.9,0.0,66.62791887919109
MobileNet-Seg,8.044056133852589,0.3398346900485229,0.17075256556442417,0.3392121919744362,0.5065846831551416,0.9823812066203951,0.3412884876963027,0.0,0.42427492141723633,96.6,0.00390625,66.38562005360922
K-Means,22.669822095937697,0.6252953518262508,0.2726492793411119,0.7971376962623316,0.887119220658729,0.9625838926174497,0.8226268999139662,0.0,0.5367968082427979,98.7,0.0,65.31067730585734
Otsu,16.349336034972403,0.5160759599404448,0.41641363754662963,0.7654542616297222,0.8671470887307131,0.8918968078333889,0.8437338686550043,0.0,0.0024156570434570312,412.6,0.0,66.6586144765218
Adaptive Thresholding,11.701826665089683,0.44664705621552564,0.24926626447089514,0.4167015195873414,0.5882700255855147,0.5769633796602691,0.600028677946659,0.0,0.0022792816162109375,0.0,0.0,99.99240239461263
Region Growing,7.140436284853121,0.04190933842606026,0.10551364942528736,0.013554142638868352,0.026745769305582572,0.08788750399488654,0.015772870662460567,0.0,0.3339571952819824,95.8,0.0,66.95347601572672
Split and Merge,16.349336034972403,0.5160759599404448,0.41641363754662963,0.7654542616297222,0.8671470887307131,0.8918968078333889,0.8437338686550043,0.0,0.019672393798828125,101.5,0.0,66.60109202067058
MobileNet-Seg,7.90792846139963,0.5184848003838484,0.6551575777132408,0.06821782485787953,0.1277226858987408,0.12954223690420008,0.12595354172641238,0.0,0.26798582077026367,97.0,0.0,66.77338059743245
K-Means,24.842409925578536,0.7346364031605866,0.292719614921781,0.48110210596457514,0.6496542055096938,0.9944266495836003,0.48240284662119115,0.0,0.42566657066345215,101.0,0.0,65.2477780977885
Otsu,11.080746509953073,0.3550552585543303,0.17819963257807717,0.4928254873400068,0.6602586725902552,0.9944654638691723,0.49418089718290165,0.0,0.0014472007751464844,0.0,0.0,99.99517599741618
Adaptive Thresholding,12.316499252981414,0.1700777052366326,0.06923217717580306,0.699163179916318,0.8229500123122384,0.9961801722234489,0.7010426216262411,0.0,0.0011916160583496094,0.0,0.0,99.99602794647217
Region Growing,6.9867500599085375,0.00951038388030233,0.10865492693892843,0.028450673586400858,0.05532724965250498,1.0,0.028450673586400858,0.0,0.005101442337036133,0.0,0.0,99.98299519220988
Split and Merge,11.080746509953073,0.3550552585543303,0.17819963257807717,0.4928254873400068,0.6602586725902552,0.9944654638691723,0.49418089718290165,0.0,0.0053997039794921875,0.0,0.0,99.98200098673503
MobileNet-Seg,8.074918601273188,0.2242119849210081,0.6941594317284925,0.22546122636454108,0.3679614197723667,0.9389186432032645,0.22881737806299238,0.0,0.2789433002471924,100.4,0.0,65.7368556658427
K-Means,21.40721532125314,0.7218423809896217,0.3689918141747709,0.5865307524911236,0.7393878140340745,0.9106428380901573,0.6223491523363918,0.0,0.23870348930358887,100.5,0.0,65.87098836898804
Otsu,17.72319275959178,0.6614009042072793,0.505363184795911,0.5228722738834911,0.6866922234392114,0.6249813088770373,0.7619250167102145,0.0,0.001302480697631836,764.3,0.0,66.66232506434123
Adaptive Thresholding,11.140710684068358,0.4614502501448305,0.3347946166323265,0.43730800891440963,0.6085098061127563,0.5631949113099239,0.6617548763444127,0.0,0.0014834403991699219,671.5,0.0,66.6617218653361
Region Growing,5.529193459377976,0.0031834752609700705,0.0,0.0,0.0,0.0,0.0,0.0,0.0017235279083251953,0.0,0.0,99.99425490697224
Split and Merge,17.72319275959178,0.6614009042072793,0.505363184795911,0.5228722738834911,0.6866922234392114,0.6249813088770373,0.7619250167102145,0.0,0.02318120002746582,129.4,0.0,66.58939599990845
MobileNet-Seg,7.531018970219705,0.15760107748053,0.08342170378225522,0.38740319457889644,0.5584579826435829,0.9890330552981156,0.389074557938871,0.0,0.26302266120910645,98.8,0.0,66.18992446263631
K-Means,23.658585906225564,0.6545855020174128,0.18408084857596257,0.421127918447879,0.5926671525921813,0.9735821803253764,0.425995841995842,0.0,0.34577274322509766,98.3,0.0,66.080757522583
Otsu,14.884391676341567,0.5018240091801472,0.21310861423220973,0.6062985777405102,0.7549014686838064,0.9521626823338736,0.6253471933471934,0.0,0.0015108585357666016,0.0,0.0,99.99496380488078
Adaptive Thresholding,11.764755158275491,0.37254822187630415,0.19531702793555117,0.5455890071091178,0.7059949373340743,0.9257360282807566,0.5705613305613305,0.0,0.0015375614166259766,0.0,0.0,99.99487479527791
Region Growing,7.057351099596749,-0.004586801418554389,0.07059577194106342,0.0381039501039501,0.07341066393232505,1.0,0.0381039501039501,0.0,0.006888628005981445,144.9,0.0,66.6437045733134
Split and Merge,14.884391676341567,0.5018240091801472,0.21310861423220973,0.6062985777405102,0.7549014686838064,0.9521626823338736,0.6253471933471934,0.0,0.012778520584106445,78.2,0.0,73.89073826471964
MobileNet-Seg,7.044445134818146,0.00030627175527072795,0.0,0.0,0.0,0.0,0.0,0.0,0.274813175201416,101.9,0.0,65.75062274932861
K-Means,26.299084456488444,0.663677409174733,0.2883260650788326,0.37173488674743593,0.5419923198554326,0.9700816689577101,0.376046139861455,0.0,0.228485107421875,100.7,0.0,65.90504964192708
Otsu,14.553732664322343,0.46451194856903055,0.2379558482741798,0.5353786022272544,0.6973896880556004,0.9810151764906497,0.5409836065573771,0.0,0.0014905929565429688,0.0,0.0,99.99503135681152
Adaptive Thresholding,12.148858125411262,0.2933358800808959,0.10613283775048481,0.5989018637383033,0.7491414918211982,0.9785448939880216,0.6068708271949347,0.0,0.0013892650604248047,0.0,0.0,99.99536911646526
Region Growing,7.609385255452176,0.12193942285763655,0.12171982236576503,0.28659607879720755,0.4455105740181269,0.9730257601351351,0.288891326834467,0.0,0.03751540184020996,106.6,0.0,66.5416153271993
Split and Merge,14.553732664322343,0.46451194856903055,0.2379558482741798,0.5353786022272544,0.6973896880556004,0.9810151764906497,0.5409836065573771,0.0,0.010133743286132812,98.6,0.0,67.09955418904623
MobileNet-Seg,9.397601668335188,0.2328896021978281,0.004661487236403996,0.2850338430684382,0.443620756925478,0.9990115321252059,0.28511425257812745,0.0,0.28904175758361816,100.3,0.0,65.70319414138794
K-Means,21.60251954516673,0.7943448679326468,0.39822050290135397,0.21938390611902767,0.3598274587980546,0.36378483563833486,0.35595525483662577,0.0,0.27988648414611816,100.0,0.0,65.73371171951294
Otsu,17.753931833801037,0.7180419835576631,0.5840398226646962,0.2690684222411367,0.4240408437016658,0.35488453079178883,0.5266736935160314,0.0,0.0014355182647705078,0.0,0.0,99.99521493911743
Adaptive Thresholding,11.618360157117596,0.5850802764186757,0.47740452616690243,0.3055630823102737,0.4680939380877117,0.44122073075302476,0.4984529597769542,0.0,0.0014231204986572266,0.0,0.0,99.99525626500447
Region Growing,6.389175236065979,0.038593805306552015,0.003237696752341104,0.14700763154371402,0.25633243842652037,0.9042618900555899,0.14933188262894836,0.0,0.009855985641479492,101.4,0.0,66.63381338119507
Split and Merge,17.753931833801037,0.7180419835576631,0.5840398226646962,0.2690684222411367,0.4240408437016658,0.35488453079178883,0.5266736935160314,0.0,0.03374218940734863,118.5,0.0,66.55419270197551
MobileNet-Seg,6.380850913075347,0.0017545082846473225,0.0,0.0,0.0,0.0,0.0,0.0,0.26774120330810547,97.1,0.0,66.74086265563965
K-Means,23.58988563477066,0.7398210017922344,0.22429519071310117,0.5487750135847095,0.7086568530241781,0.8731346088786979,0.5963236804271924,0.0,0.32430505752563477,98.7,0.0,66.01898314158122
Otsu,15.615553442686242,0.5718425326478687,0.2949099177890502,0.5662079357106982,0.7230303496754663,0.722529867199918,0.7235315259806941,0.0,0.0013704299926757812,0.0,0.0,99.99543190002441
Adaptive Thresholding,13.72911898694074,0.31525813447488393,0.15017103762827821,0.58159786555992,0.7354560577306061,0.6763628528334411,0.8058636270281372,0.0,0.0010166168212890625,1020.7,0.0,66.66327794392903
Region Growing,6.488084380522386,0.01368592006721415,0.089401888772298,0.009291137005649718,0.018411212909715084,0.06208523816546232,0.0108081741630725,0.0,0.013489484786987305,74.1,0.0,75.25503505071005
Split and Merge,15.615553442686242,0.5718425326478687,0.2949099177890502,0.5662079357106982,0.7230303496754663,0.722529867199918,0.7235315259806941,0.0,0.017862319946289062,111.9,0.0,66.60712560017903
MobileNet-Seg,8.037251043707531,0.4720600603202793,0.7581235697940504,0.09143121102471322,0.16754369877121453,0.1859634837618615,0.152444033682481,0.0,0.2646653652191162,102.0,0.0,65.78444878260295
K-Means,24.525637295396937,0.5698835367501563,0.24738292011019283,0.0029090099828320724,0.005801144378754498,0.005170513943435142,0.006606975232868799,0.0,0.2669215202331543,101.1,0.0,65.77692826588948
Otsu,12.982280493868776,0.5079633233413691,0.2756487831114697,0.014012759069413147,0.02763823027685181,0.024392939031464958,0.03187955809083688,0.0,0.0016164779663085938,616.6,0.0,66.66127840677898
Adaptive Thresholding,9.841824862168785,0.2877251564851582,0.12307387601505249,0.3029032258064516,0.4649665758851201,0.4068677896333207,0.5424218355115893,0.0,0.001665353775024414,595.6,0.0,66.66111548741658
Region Growing,6.069395679794706,0.09966202833658026,0.15594855305466238,0.6645780095914867,0.7984942799461642,0.9562304825224136,0.6854285507978916,0.0,0.03960394859313965,101.0,0.0,66.53465350468953
Split and Merge,12.982280493868776,0.5079633233413691,0.2756487831114697,0.014012759069413147,0.02763823027685181,0.024392939031464958,0.03187955809083688,0.0,0.01614236831665039,123.9,0.0,66.61285877227783
MobileNet-Seg,5.717736654040568,0.12849521363106367,0.18585461689587426,0.3418800345224396,0.5095537987404529,0.9885619215971717,0.3432377789010037,0.0,0.2881448268890381,100.6,0.0,65.70618391036987
K-Means,21.90048184245684,0.824450870951356,0.42339333427084797,0.44341744207637873,0.6143994511227684,0.6416096963907215,0.5894032470381746,0.0,0.33011388778686523,96.9,0.0,66.59962037404378
Otsu,13.359879410829159,0.6032911372778477,0.4859772423025435,0.4119142053987447,0.5834833360606556,0.5802864272539872,0.586715664765248,0.0,0.001695394515991211,587.6,0.0,66.66101535161336
Adaptive Thresholding,11.740566809533695,0.5715783437194685,0.47805359197764263,0.3646762349142598,0.5344509204224133,0.5638317301838549,0.5079804738920579,0.0,0.0016961097717285156,0.0,0.0,99.99434630076091
Region Growing,6.377484413959666,0.00016015424913920528,0.0,0.0,0.0,0.0,0.0,0.0,0.002127408981323242,0.0,0.0,99.99290863672893
Split and Merge,13.359879410829159,0.6032911372778477,0.4859772423025435,0.4119142053987447,0.5834833360606556,0.5802864272539872,0.586715664765248,0.0,0.03748726844787598,106.7,0.0,66.54170910517375
MobileNet-Seg,6.377468633762932,0.00016044632251419256,0.0,0.0,0.0,0.0,0.0,0.0,0.3003959655761719,99.9,0.0,65.6986801147461
K-Means,25.225223546225017,0.7101970023201472,0.27516403741449114,0.015241117361411606,0.0300246258761129,0.037844721238409804,0.02488291164080693,0.0,0.2757573127746582,101.5,0.0,65.74747562408447
Otsu,13.297584247411027,0.3819394655490445,0.27193877551020407,0.036408150371189385,0.07025832507810714,0.08413637027303256,0.06031031685810723,0.0,0.0016205310821533203,0.0,0.0,99.99459822972615
Adaptive Thresholding,12.623435260462825,0.3368651434508394,0.13802479008396643,0.36108834325220057,0.5305876654404545,0.5309421504925592,0.5302336534184567,0.0,0.0012879371643066406,0.0,0.0,99.99570687611897
Region Growing,8.575583324254376,0.16178658752338018,0.1625218647805917,0.6674963805846943,0.8005970967692799,0.958005249343832,0.6876161071718255,0.0,0.05503535270690918,127.2,0.0,66.48321549097697
Split and Merge,13.297584247411027,0.3819394655490445,0.27193877551020407,0.036408150371189385,0.07025832507810714,0.08413637027303256,0.06031031685810723,0.0,0.016292810440063477,122.7,0.0,66.61235729853313
MobileNet-Seg,10.50664601531735,0.6980018623994764,0.8117881034171036,0.8173629578793857,0.8995043662969082,0.819242922551106,0.9972003453779533,0.0,0.25501465797424316,98.0,0.0,66.48328447341919
K-Means,25.10396320004869,0.6619570028581716,0.3485612577870068,0.5388101032138961,0.7002944704984185,0.9127221037668799,0.5680792709900027,0.0,0.2575831413269043,97.0,0.0,66.80805619557698
Otsu,17.107621406608327,0.6405879573962977,0.3010741364785173,0.7724500202035751,0.8716183941986191,0.8558971516288589,0.887927983721136,0.0,0.0018184185028076172,0.0,0.0,99.99393860499065
Adaptive Thresholding,11.735350738057104,0.3036647622360927,0.14867745756020528,0.49797794445137267,0.6648668577477017,0.7190964986751048,0.6182429443510572,0.0,0.0014295578002929688,0.0,0.0,99.99523480733235
Region Growing,6.941423147735726,0.000748541756239739,0.003395585738539898,0.0,0.0,0.0,0.0,0.0,0.0020601749420166016,481.0,0.0,66.65979941685994
Split and Merge,17.107621406608327,0.6405879573962977,0.3010741364785173,0.7724500202035751,0.8716183941986191,0.8558971516288589,0.887927983721136,0.0,0.013936042785644531,143.4,0.0,66.62021319071452
MobileNet-Seg,6.936257364984025,0.0004122249756559841,0.0,0.0,0.0,0.0,0.0,0.0,0.2668919563293457,101.2,0.0,65.77702681223552
K-Means,22.3279987525666,0.7191023669687775,0.35248852488524884,0.3688024829455044,0.538868810570659,0.9798250387175087,0.37162451778825545,0.0,0.2652699947357178,98.0,0.0,66.44910001754761
Otsu,15.504289511599794,0.5980980880947532,0.4537760941404046,0.6122813896949258,0.7595217480129584,0.9808040201005025,0.6197075772729438,0.0,0.001508951187133789,659.0,0.0,66.66163682937622
Adaptive Thresholding,11.09644115149105,0.5114755643246124,0.4276924122926299,0.5034265286688834,0.6697055280973543,0.9679442927034246,0.5119620263212205,0.0,0.0015451908111572266,0.0,0.0,99.99484936396281
Region Growing,6.379808760703045,0.00022443406538354444,0.001266031815929983,0.0009207664587004493,0.0018398388554933464,1.0,0.0009207664587004493,0.0,0.0020542144775390625,0.0,0.0,99.9931526184082
Split and Merge,15.504289511599794,0.5980980880947532,0.4537760941404046,0.6122813896949258,0.7595217480129584,0.9808040201005025,0.6197075772729438,0.0,0.029527902603149414,101.5,0.0,66.56824032465617
MobileNet-Seg,6.378551975546092,0.00021858858757926587,0.0,0.0,0.0,0.0,0.0,0.0,0.2900373935699463,96.5,0.0,66.86654202143352
K-Means,22.704304626921832,0.6729157889931544,0.3338273696097113,0.499101789927061,0.6658677793338434,0.9212576405257481,0.5213420148308917,0.0,0.23071885108947754,99.7,0.0,65.99760382970175
Otsu,16.31848544075027,0.4868681661325031,0.4037524203779128,0.20024786691453358,0.3336775218427323,0.40254886929858186,0.28492946283233855,0.0,0.002099752426147461,0.0,0.0,99.99300082524617
Adaptive Thresholding,12.44193520179284,0.5092159962046675,0.3143795141168746,0.44863969305894663,0.6193944501294167,0.6624520382149203,0.581592512208356,0.0,0.0016107559204101562,0.0,0.0,99.99463081359863
Region Growing,7.337854812209827,0.00928925201520021,0.013342357149763125,0.007935431361909929,0.015745912118969113,1.0,0.007935431361909929,0.0,0.0027174949645996094,367.8,0.0,66.657608350118
Split and Merge,16.31848544075027,0.4868681661325031,0.4037524203779128,0.20024786691453358,0.3336775218427323,0.40254886929858186,0.28492946283233855,0.0,0.025328636169433594,118.4,0.0,66.58223787943523
MobileNet-Seg,8.247534972553716,0.3114434937706492,0.41984940578789803,0.45802055406613046,0.6282772252953525,0.9748918160635314,0.4634879725085911,0.0,0.2593693733215332,100.2,0.0,65.80210208892822
K-Means,26.030975085086002,0.7968786742854131,0.2605454545454545,0.46600939690364324,0.6357522644641994,0.9930407379443915,0.4675362811616154,0.0,0.3217296600341797,99.5,0.0,65.7609011332194
Otsu,12.415560765989465,0.37756010616339014,0.22874439461883408,0.5498752348972613,0.7095735482652726,0.9939027785511443,0.5517363955303464,0.0,0.0025408267974853516,392.1,0.0,66.65819724400838
Adaptive Thresholding,11.544916545354415,0.34301191388754204,0.20278549412078084,0.5262776647555638,0.6896224414577253,0.9947273362852482,0.5277498724943201,0.0,0.0015950202941894531,0.0,0.0,99.99468326568604
Region Growing,10.99660137701012,-0.0066808068733850865,0.14008218154650728,0.5611131656804734,0.7188628960615931,0.9947277843035485,0.5627868877795466,0.0,0.07768487930297852,103.0,0.0,66.40771706899007
Split and Merge,12.415560765989465,0.37756010616339014,0.22874439461883408,0.5498752348972613,0.7095735482652726,0.9939027785511443,0.5517363955303464,0.0,0.005377769470214844,185.7,0.0,66.64874076843262
MobileNet-Seg,9.569913151902425,0.40468728358013734,0.21724918280110636,0.4022085172482736,0.5736786109922893,0.987986399697771,0.4041852773441726,0.0,0.2663085460662842,101.4,0.00390625,65.77884130477905
K-Means,24.31125044566457,0.686292929941983,0.30068143100511074,0.6616027638113452,0.7963428783589362,0.9949206790982466,0.6638449991488572,0.0,0.307950496673584,100.7,0.0,65.64016501108806
Otsu,10.902200985411877,0.3562921029744852,0.13875054608999562,0.49352033487280084,0.6608819757580772,0.9961961774701462,0.4944520961327164,0.0,0.0027093887329101562,0.0,0.0,99.99096870422363
