algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
Region Growing,11.97526859422462,0.07195982322893794,0.10686036292198728,0.26228789258846946,0.4155753915227965,0.3904876701320878,0.4441080710572914,0.0,0.08052921295166016,99.3,0.0,66.63156929016112
Split and Merge,13.097541162946875,0.38646089676831236,0.16798762806881887,0.2713343744577477,0.4268497413569547,0.4087783964656367,0.44659279145484665,0.0,0.0054988861083984375,0.0,0.0,99.98167037963867
MobileNet-Seg,9.507247638700202,0.35780888610669903,0.18245050829320492,0.0006606922021379322,0.0013205119523261326,0.0016213519580942878,0.0011138401782144285,0.0,0.273514986038208,102.4,0.0,65.7549500465393
K-Means,21.819010066144855,0.7824322147278623,0.35025785082386485,0.4351640264921182,0.6064310677515551,0.704177242956974,0.5325133892601545,0.0,0.30942296981811523,100.2,0.0,65.63525676727295
Otsu,17.02166506614246,0.7119239365144371,0.5453726638144561,0.6066913157182794,0.7552058192921208,0.717457609043404,0.7971467842077824,0.0,0.0013968944549560547,0.0,0.0,99.99534368515015
Adaptive Thresholding,10.955252439713457,0.5369563157909293,0.45944005743000715,0.40079305979596397,0.5722373579639843,0.6514660937452719,0.5101900564007773,0.0,0.0014820098876953125,0.0,0.0,99.99505996704102
Region Growing,5.8660900316255375,0.00044499446560218413,0.0007618080243778568,0.0,0.0,0.0,0.0,0.0,0.0018911361694335938,524.3,0.0,66.66036287943523
Split and Merge,17.02166506614246,0.7119239365144371,0.5453726638144561,0.6066913157182794,0.7552058192921208,0.717457609043404,0.7971467842077824,0.0,0.0371396541595459,107.7,0.0,66.54286781946819
MobileNet-Seg,8.966792248957695,0.5836023614946108,0.5887045152395489,0.23107947080570748,0.3754095105728184,0.3940499140311572,0.3584530072515285,0.0,0.2929394245147705,102.4,0.0,65.6902019182841
K-Means,21.63369185291049,0.7024393654211805,0.36442006269592475,7.889546351084812e-05,0.0001577784790154623,8.016353360856147e-05,0.004962779156327543,0.0,0.24161696434020996,103.5,0.0,65.86127678553264
Otsu,19.668903724281336,0.6681544512904903,0.6380787673925006,0.01023733162283515,0.020267181388733683,0.010238382386903081,0.9900744416873449,0.0,0.001313924789428711,0.0,0.0,99.9956202507019
Adaptive Thresholding,10.568585192487568,0.5039038437690796,0.33463121100836246,0.008400183669610782,0.016660416778271816,0.008421109636890417,0.771712158808933,0.0,0.0014870166778564453,0.0,0.0,99.99504327774048
Region Growing,5.303573440642058,0.003973873473018949,0.0,0.0,0.0,0.0,0.0,0.0,0.002012014389038086,0.0,0.0,99.99329328536987
Split and Merge,19.668903724281336,0.6681544512904903,0.6380787673925006,0.01023733162283515,0.020267181388733683,0.010238382386903081,0.9900744416873449,0.0,0.02807021141052246,106.8,0.0,66.57309929529826
MobileNet-Seg,8.658073877661117,0.7571527272609216,0.7921775709299204,0.008014796547472256,0.015902140672782873,0.008014796547472256,1.0,0.0,0.2737445831298828,98.6,0.0,66.22085138956706
K-Means,21.409867751293564,0.6607129760812211,0.24116323907455012,0.6357981871994081,0.7773552901265107,0.8756727492755008,0.6988867425782839,0.0,0.32317566871643066,99.0,0.0,65.92274777094524
Otsu,21.07146646609781,0.829375631476963,0.686762292912719,0.5945406125166445,0.7457202505219207,0.6442167181517175,0.8851921512810086,0.0,0.001138925552368164,0.0,0.0,99.99620358149211
Adaptive Thresholding,9.553922508088514,0.4302232820230924,0.3864065678581808,0.40292838558976013,0.57441048271381,0.6144512018534608,0.5392690117934119,0.0,0.0016548633575439453,0.0,0.0,99.99448378880818
Region Growing,5.033196348507812,0.0005821169792547467,0.00012709710218607016,0.0,0.0,0.0,0.0,0.0,0.0019593238830566406,0.0,0.0,99.99346892038982
Split and Merge,21.07146646609781,0.829375631476963,0.686762292912719,0.5945406125166445,0.7457202505219207,0.6442167181517175,0.8851921512810086,0.0,0.029346227645874023,102.2,0.0,66.56884590784709
MobileNet-Seg,5.033068161292057,0.000571341107195551,0.0,0.0,0.0,0.0,0.0,0.0,0.2638282775878906,102.3,0.0,65.78723907470703
K-Means,22.463846168554213,0.7548070848895362,0.3414258019034191,0.48090645499599005,0.649475803652017,0.8101292132885302,0.5419949939742282,0.0,0.29271769523620605,99.1,0.0,65.99094101587932
Otsu,14.719613718481435,0.6705691036929263,0.49975235264982665,0.5955027328417887,0.7464766065064949,0.7405684047260618,0.7524798368406415,0.0,0.0016460418701171875,0.0,0.0,99.99451319376628
Adaptive Thresholding,10.618805112600016,0.4992391375654481,0.4323628977657414,0.4112717136475236,0.5828384565075213,0.6689988589273917,0.5163391118939464,0.0,0.0018656253814697266,533.6,0.0,66.6604479153951
Region Growing,5.82030584778244,0.0003740856939116254,0.0007966857871255577,0.0,0.0,0.0,0.0,0.0,0.0020034313201904297,0.0,0.0,99.99332189559937
Split and Merge,14.719613718481435,0.6705691036929263,0.49975235264982665,0.5955027328417887,0.7464766065064949,0.7405684047260618,0.7524798368406415,0.0,0.02315068244934082,86.3,0.0,71.15616439183553
MobileNet-Seg,5.8180941385096805,0.0002550593428595384,0.0,0.0,0.0,0.0,0.0,0.0,0.277163028717041,101.0,0.0,65.74278990427653
K-Means,21.663877042212448,0.834365839722358,0.4312539038101187,0.3061120693467781,0.46873783120291207,0.5353261920414556,0.41688249111606335,0.0,0.28043222427368164,99.8,0.0,65.79855925242106
Otsu,16.5056856788417,0.6953283678889415,0.5835138434878501,0.32095658753761414,0.48594570111635094,0.4357142857142857,0.549268204541348,0.0,0.001638650894165039,0.0,0.0,99.99453783035278
Adaptive Thresholding,11.343587489298642,0.5762630540888617,0.4935679699356797,0.36156929087869816,0.5311067065053398,0.5218895348837209,0.5406553032584472,0.0,0.0013988018035888672,710.8,0.0,66.66200399398804
Region Growing,5.910881768752233,0.000994784566578006,0.0002494387627837366,0.0,0.0,0.0,0.0,0.0,0.0016906261444091797,0.0,0.0,99.99436457951863
Split and Merge,16.5056856788417,0.6953283678889415,0.5835138434878501,0.32095658753761414,0.48594570111635094,0.4357142857142857,0.549268204541348,0.0,0.04615163803100586,86.6,0.0,70.97949453989665
MobileNet-Seg,11.294639898475477,0.7001135315382682,0.6785312668068254,0.2001495361328125,0.333540996529058,0.2886219112372654,0.39501897247485396,0.0,0.26286816596984863,98.9,0.0,66.15710611343384
K-Means,23.444670778749604,0.595293852215203,0.21180018558614291,0.36827894777443493,0.5383097479844393,0.9711937505085849,0.3723462336406321,0.0,0.2958714962005615,101.4,0.0,65.68042834599812
Otsu,17.85542758373399,0.5069064525863664,0.44056119253413506,0.5728751813775431,0.7284432841973031,0.9821367136846005,0.5789071396259379,0.0,0.0016252994537353516,0.0,0.0,99.99458233515422
Adaptive Thresholding,12.65413655213914,0.4694760610143023,0.27528833427869165,0.529933891174703,0.692753973529945,0.9776545842217484,0.5364312789554962,0.0,0.0014853477478027344,0.0,0.0,99.99504884084065
Region Growing,8.054338572463715,0.04056118108560664,0.05580743549583711,0.16628493608592032,0.2851531918846118,0.9546019900497512,0.16761040136022587,0.0,0.02250075340270996,88.8,0.0,70.32499748865763
Split and Merge,17.85542758373399,0.5069064525863664,0.44056119253413506,0.5728751813775431,0.7284432841973031,0.9821367136846005,0.5789071396259379,0.0,0.022731304168701172,87.9,0.0,70.62422898610433
MobileNet-Seg,8.49170411181614,0.3636302895604346,0.32995711287526236,0.37062440139648406,0.5408110362238803,0.9745318656322353,0.3742493019483052,0.0,0.26122355461120605,99.5,0.0,65.96258815129598
K-Means,22.32167554802657,0.6971168747669667,0.3684049079754601,0.6743718316067886,0.8055221891300413,0.9200150347679008,0.7163720440177944,0.0,0.27833104133605957,100.6,0.0,65.7388965288798
Otsu,17.10529220579218,0.6008269647604583,0.4287312597896621,0.6281919861500262,0.7716436286305893,0.7391712233301169,0.8071002107234839,0.0,0.0013918876647949219,0.0,0.0,99.99536037445068
Adaptive Thresholding,11.224339608756619,0.45321973346297373,0.2905639403138227,0.4416623438809305,0.6127126032743326,0.5811609041505867,0.6478869117302739,0.0,0.0013880729675292969,0.0,0.0,99.99537309010823
Region Growing,6.171468636727486,0.006036056876375894,0.002422582683800295,0.0,0.0,0.0,0.0,0.0,0.0022754669189453125,0.0,0.0,99.99241511027019
Split and Merge,17.10529220579218,0.6008269647604583,0.4287312597896621,0.6281919861500262,0.7716436286305893,0.7391712233301169,0.8071002107234839,0.0,0.018003225326538086,111.0,0.0,66.6066559155782
MobileNet-Seg,6.170164166510333,0.005268227512083566,0.0,0.0,0.0,0.0,0.0,0.0,0.2819201946258545,99.3,0.0,65.96026601791381
K-Means,21.731283447512354,0.6731945273191995,0.3678328981723238,0.7529716046665199,0.8590802071888244,0.8903855539287457,0.8299014404852161,0.0,0.2872605323791504,100.9,0.0,65.70913155873616
Otsu,16.159619310331653,0.6940465427181893,0.5544154394173002,0.6448681001995124,0.7840970350404313,0.7056397816858703,0.8821834723275208,0.0,0.0012810230255126953,0.0,0.0,99.99572992324829
Adaptive Thresholding,10.097513313360917,0.4831741110203224,0.3787675941672396,0.3762345487297348,0.5467593428416682,0.5425312751918311,0.5510538286580743,0.0,0.0015668869018554688,0.0,0.0,99.99477704366048
Region Growing,5.426542241063931,0.0002609496125148941,0.002461579402568026,0.0,0.0,0.0,0.0,0.0,0.003208637237548828,0.0,0.0,99.9893045425415
Split and Merge,16.159619310331653,0.6940465427181893,0.5544154394173002,0.6448681001995124,0.7840970350404313,0.7056397816858703,0.8821834723275208,0.0,0.025006771087646484,80.0,0.0,73.24997742970784
MobileNet-Seg,5.430186156517513,0.008460579193851363,0.0009267840593141798,0.02131918119787718,0.041748322346932716,1.0,0.02131918119787718,0.0,0.26811814308166504,100.7,0.0,65.77293952306111
K-Means,22.419874770631168,0.6309591599982586,0.23687973687973687,0.5670028707840157,0.7236781519108874,0.9830977667757992,0.5725846459134317,0.0,0.30417704582214355,101.9,0.0,65.65274318059285
Otsu,17.45313600494348,0.7191872930807448,0.48619768477292963,0.7441250862267188,0.8532932552866108,0.9851645898445428,0.7525579809004093,0.0,0.0011639595031738281,0.0,0.0,99.99612013498943
Adaptive Thresholding,10.456210635566553,0.38614402490609584,0.30813419117647056,0.5580766571933328,0.7163661102511265,0.983991982448062,0.5631898796973831,0.0,0.0013365745544433594,0.0,0.0,99.99554475148518
Region Growing,5.934474423340745,0.010974018618725314,0.04998469075321494,0.05573892427130305,0.10559225011008366,0.9920022062879206,0.05576398362892224,0.0,0.009230613708496094,108.2,0.0,66.63589795430501
Split and Merge,17.45313600494348,0.7191872930807448,0.48619768477292963,0.7441250862267188,0.8532932552866108,0.9851645898445428,0.7525579809004093,0.0,0.021384239196777344,93.5,0.0,68.76205253601074
MobileNet-Seg,13.075458348963432,0.7730490723571594,0.7111956263370572,0.8075535426422047,0.8935320847666369,0.9881460051473765,0.8154533052213816,0.0,0.27732205390930176,101.0,0.0,65.74225982030232
K-Means,22.618017319503263,0.5866258722734597,0.3247107328102141,0.8659957284318167,0.928186185248773,0.9595883534136547,0.8987741393786733,0.0,0.4344167709350586,99.0,0.0,65.55194409688313
Otsu,11.001495680895584,0.4777243014509129,0.3498394348105331,0.7700036485083214,0.8700588263275564,0.8241018863390605,0.9214441645675903,0.0,0.0016505718231201172,0.0,0.0,99.99449809392293
Adaptive Thresholding,9.0001828428879,0.3561660006328295,0.2930230823731215,0.34680920783157204,0.515008667619598,0.47055881290466,0.5687321578505458,0.0,0.0022382736206054688,0.0,0.0,99.99253908793132
Region Growing,4.5410189924832345,0.004663619723637025,0.012716763005780347,0.0,0.0,0.0,0.0,0.0,0.005616903305053711,177.7,0.0,66.64794365564983
Split and Merge,11.001495680895584,0.4777243014509129,0.3498394348105331,0.7700036485083214,0.8700588263275564,0.8241018863390605,0.9214441645675903,0.0,0.02285909652709961,87.5,0.0,70.75713634490967
MobileNet-Seg,4.497800228272222,0.0001064429891297231,0.0,0.0,0.0,0.0,0.0,0.0,0.457625150680542,98.3,0.0,65.70791616439818
K-Means,21.776047800342457,0.6333995809598038,0.28606577052328375,0.4015208657235657,0.5729787911737894,0.9936004875818986,0.4025619260745428,0.0,0.5798473358154297,96.6,0.0,65.8671755472819
Otsu,18.02445260671394,0.7230476065598155,0.5525520288338566,0.6797331492983667,0.8093346845983183,0.9908343020656354,0.6840342619029246,0.0,0.0023136138916015625,0.0,0.0,99.99228795369466
Adaptive Thresholding,10.451094154977591,0.4578329614781613,0.3455786486693765,0.5291618089218875,0.6920939377827714,0.9887353817931667,0.5323713249479126,0.0,0.0022737979888916016,0.0,0.0,99.99242067337036
Region Growing,5.934478186640809,0.0029336145049717586,0.0,1.543328960567945e-05,3.086610284585468e-05,1.0,1.543328960567945e-05,0.0,0.003112316131591797,0.0,0.0,99.9896256128947
Split and Merge,18.02445260671394,0.7230476065598155,0.5525520288338566,0.6797331492983667,0.8093346845983183,0.9908343020656354,0.6840342619029246,0.0,0.02331256866455078,128.6,0.0,66.58895810445149
MobileNet-Seg,6.345586087356284,0.24628479044572982,0.35312735493594577,0.24891871507949945,0.39861475702788973,0.989355193931237,0.24958715950304808,0.0,0.4481778144836426,93.7,0.0,67.27274061838786
K-Means,24.992287320062523,0.6894534860147606,0.09776638593921641,0.5028752909979495,0.6692175911203209,0.9835660223743329,0.5071364159333313,0.0,0.4730525016784668,95.1,0.0,66.72315832773845
Otsu,12.145097155683832,0.4824442247493379,0.12005048114844613,0.5354370726298281,0.6974392922697319,0.9826460529662814,0.5405485245187972,0.0,0.0024242401123046875,412.7,0.0,66.65858586629231
Adaptive Thresholding,11.997963658800522,0.1909938585239691,0.044405945108051424,0.6618615384615385,0.7965303042926838,0.9843946639818777,0.6688796293417084,0.0,0.0019376277923583984,0.0,0.0,99.99354124069214
Region Growing,7.439723218793287,0.1425078687514236,0.0677035681610247,0.3606856365631617,0.5301527801442608,0.9839355736391617,0.3628222270592991,0.0,0.07994794845581055,100.0,0.0,66.4001735051473
Split and Merge,12.145097155683832,0.4824442247493379,0.12005048114844613,0.5354370726298281,0.6974392922697319,0.9826460529662814,0.5405485245187972,0.0,0.0053141117095947266,187.8,0.0,66.64895296096802
MobileNet-Seg,6.792357727090566,0.17115473289742222,0.35906232132647226,0.18066433458192738,0.3060384383439524,0.9759197324414716,0.1814733045181753,0.0,0.29239892959594727,99.2,0.0,65.95867023468018
K-Means,25.636327701371314,0.7806694130241866,0.333731581043409,0.5833783220989959,0.736877995557807,0.9911683002253787,0.5864266443390083,0.0,0.40410566329956055,99.0,0.0,65.6529811223348
Otsu,13.690159980319834,0.6056723121046143,0.17250034862641195,0.6779911601188918,0.8080986077076278,0.9901266221352585,0.6826061339039291,0.0,0.0013306140899658203,0.0,0.0,99.99556461970012
Adaptive Thresholding,12.256094096829589,0.18174870811329055,0.06600525505119145,0.6866057815219233,0.8141864436185658,0.9902929874053178,0.6912581015288244,0.0,0.0013937950134277344,0.0,0.0,99.9953540166219
Region Growing,7.080603545966353,0.07167691556521594,0.10434429557450264,0.2005397070161912,0.3340825894290669,0.973355287777861,0.20164666480602847,0.0,0.025614023208618164,117.1,0.0,66.58128658930461
Split and Merge,13.690159980319834,0.6056723121046143,0.17250034862641195,0.6779911601188918,0.8080986077076278,0.9901266221352585,0.6826061339039291,0.0,0.00565028190612793,176.6,0.0,66.64783239364624
MobileNet-Seg,6.3191139455784375,0.00032590960066158003,0.0,0.0,0.0,0.0,0.0,0.0,0.2656378746032715,97.9,0.0,66.48120708465576
K-Means,25.9753367043802,0.5873363743180718,0.17448116833205227,0.430635037843825,0.6020194199812897,0.9720129171151776,0.43604162123430634,0.0,0.25461792945861816,102.1,0.0,65.81794023513794
Otsu,16.442182233549147,0.5072070706046045,0.22756206238064927,0.5456798537749001,0.7060709919227146,0.9898842306395415,0.5487398361319668,0.0,0.0014367103576660156,0.0,0.0,99.99521096547444
Adaptive Thresholding,12.464108970487802,0.32738951358292384,0.0566423730980693,0.6012168568648949,0.7509499469572765,0.985845234477869,0.6064519143898564,0.0,0.0012547969818115234,0.0,0.0,99.99581734339397
Region Growing,8.180681135212913,0.20710058707246737,0.11440618411806043,0.2808438558669541,0.43852941883671165,0.9609062170706006,0.2840898470357332,0.0,0.03830218315124512,104.4,0.0,66.53899272282918
Split and Merge,16.442182233549147,0.5072070706046045,0.22756206238064927,0.5456798537749001,0.7060709919227146,0.9898842306395415,0.5487398361319668,0.0,0.012362241744995117,81.1,0.0,72.92545919418335
MobileNet-Seg,7.698567799924697,0.0008700916644898204,0.0,0.0,0.0,0.0,0.0,0.0,0.27974820137023926,100.1,0.0,65.7341726620992
K-Means,23.592801413172655,0.7408871840973154,0.22420223787815996,0.5457690135542169,0.7061456255994154,0.8683914931855624,0.5949821708011596,0.0,0.2976188659667969,100.8,0.0,65.67460378011067
Otsu,15.616036034307324,0.5718575048450388,0.2950359586037537,0.5655839723772433,0.7225214135508027,0.7222806162996386,0.7227623714117134,0.0,0.0014033317565917969,0.0,0.0,99.99532222747803
Adaptive Thresholding,13.731270863621175,0.31529713276784427,0.15025137111517367,0.5818791449001519,0.7356809106132821,0.6767861759889684,0.805802827018291,0.0,0.001163482666015625,848.9,0.0,66.66278839111328
Region Growing,6.503968581341393,0.019446128736320706,0.09985587811406217,0.008571366415036875,0.016997044930005825,0.053387533875338754,0.010107488263512994,0.0,0.014421701431274414,138.6,0.0,66.61859432856242
Split and Merge,15.616036034307324,0.5718575048450388,0.2950359586037537,0.5655839723772433,0.7225214135508027,0.7222806162996386,0.7227623714117134,0.0,0.016947031021118164,59.0,0.0,80.27684322992961
MobileNet-Seg,8.296080117894807,0.5522489640435541,0.8534544585225915,0.1639474731396737,0.28170940170940173,0.28897461490733495,0.27480054385469843,0.0,0.2686741352081299,100.5,0.0,65.7710862159729
K-Means,26.446985276923996,0.7742121587266478,0.2333408628868308,0.4193603371865993,0.5909145496031529,0.9880252637727721,0.4215026633024951,0.0,0.31079936027526855,99.7,0.0,65.73066879908244
Otsu,11.41801549725687,0.31543699135531783,0.12524450581060867,0.5075776320673018,0.6733684836797078,0.9862379807692307,0.5111983303741083,0.0,0.001529693603515625,0.0,0.0,99.99490102132161
Adaptive Thresholding,11.216478653887796,0.2690456602746179,0.09177329429224661,0.5616345307748121,0.7192906146819826,0.984547521108465,0.566629286982525,0.0,0.0013530254364013672,0.0,0.0,99.99548991521199
Region Growing,8.03938929649503,0.04058017312876999,0.0758247168882324,0.2617642491070042,0.41491784109791374,0.9892012442044721,0.26251440675326293,0.0,0.036493539810180664,109.6,0.0,66.54502153396606
Split and Merge,11.41801549725687,0.31543699135531783,0.12524450581060867,0.5075776320673018,0.6733684836797078,0.9862379807692307,0.5111983303741083,0.0,0.002778768539428711,358.0,0.0,66.65740410486858
MobileNet-Seg,7.088080534428744,0.05587172281223682,0.2045783830773689,0.06382581067189982,0.11999297259311315,1.0,0.06382581067189982,0.0,0.2710609436035156,99.6,0.0,65.89646352132162
K-Means,23.69734914295295,0.6498780339002708,0.110752688172043,0.6848331220954795,0.8129388164493481,0.9488410208382112,0.711089664853483,0.0,0.3532712459564209,101.9,0.0,65.48909584681194
Otsu,13.974783792645926,0.5458908201402161,0.10790212595266747,0.4333493144117365,0.6046667201841,0.5572901252836144,0.6608469322103293,0.0,0.0017824172973632812,559.2,0.0,66.66072527567546
Adaptive Thresholding,13.176903607980472,0.24284265765943444,0.04835560123329907,0.458577390197803,0.6288009032357395,0.5601398921093536,0.7166461952389308,0.0,0.0012536048889160156,796.7,0.0,66.66248798370361
Region Growing,12.227725491874306,0.39265718296106417,0.09067827348567284,0.4402759363606231,0.6113772024451636,0.6015397243214174,0.621541790957478,0.0,0.06155061721801758,97.5,0.0,67.29483127593994
Split and Merge,13.974783792645926,0.5458908201402161,0.10790212595266747,0.4333493144117365,0.6046667201841,0.5572901252836144,0.6608469322103293,0.0,0.004436016082763672,223.1,0.0,66.65187994639079
MobileNet-Seg,8.331080253651377,0.13614510154229817,0.0,0.32022291599801594,0.48510431400282883,0.9928532657861407,0.32096274200152075,0.0,0.26375794410705566,102.3,0.0,65.78747351964314
K-Means,22.253003763657148,0.6359422593549775,0.31072093641926046,0.4364129172152095,0.6076427077268121,0.9905086652371076,0.4382455867485808,0.0,0.3634908199310303,99.0,0.0,65.78836393356323
Otsu,19.239899723981903,0.7615419694023648,0.5080677692617991,0.7548059876362403,0.8602728654385087,0.9884523761456777,0.761521113616922,0.0,0.0012900829315185547,0.0,0.0,99.9956997235616
Adaptive Thresholding,10.138642757911711,0.3586555235424045,0.22383781313613893,0.5693303537027048,0.7255710722212402,0.9842796621459593,0.5745547865308345,0.0,0.0014300346374511719,0.0,0.0,99.99523321787517
Region Growing,5.669799030635914,0.008190656272823183,0.09822326516929265,0.06098869485437044,0.11496577701563851,0.9969496695475343,0.061000077766544834,0.0,0.010615110397338867,94.1,0.0,68.59794963200888
Split and Merge,19.239899723981903,0.7615419694023648,0.5080677692617991,0.7548059876362403,0.8602728654385087,0.9884523761456777,0.761521113616922,0.0,0.019838809967041016,100.7,0.0,66.60053730010986
MobileNet-Seg,7.011331100469002,0.4786254683776909,0.8559556786703602,0.47293551992895094,0.6421673094715832,0.9682738729700922,0.48037950073878216,0.0,0.2646317481994629,98.2,0.0,66.38456083933512
K-Means,25.571565977585177,0.5796817978287131,0.21256805807622506,0.9430241410643679,0.9706767107358629,0.9638545144205427,0.9775961709819496,0.0,0.2511332035064697,99.5,0.0,65.99622265497844
Otsu,12.722880646812278,0.3298242096502484,0.10134310134310134,0.5029670821825782,0.6692988664158628,0.6532160341234066,0.6861936403676264,0.0,0.0015692710876464844,0.0,0.0,99.99476909637451
Adaptive Thresholding,11.853783811871754,0.26270844651816055,0.08863783608681568,0.43702276198094686,0.6082335973280029,0.6045318512184694,0.6119809567453347,0.0,0.001455068588256836,0.0,0.0,99.99514977137248
Region Growing,6.986868814971019,0.0003044510990921385,0.0,0.0,0.0,0.0,0.0,0.0,0.0019712448120117188,0.0,0.0,99.99342918395996
Split and Merge,12.722880646812278,0.3298242096502484,0.10134310134310134,0.5029670821825782,0.6692988664158628,0.6532160341234066,0.6861936403676264,0.0,0.0018270015716552734,0.0,0.0,99.99390999476115
MobileNet-Seg,6.986863204997258,0.00030494067358364504,0.0,0.0,0.0,0.0,0.0,0.0,0.2919604778289795,102.7,0.0,65.6934650739034
K-Means,20.94276423283119,0.6846986314480925,0.3577658073618058,0.30124353196461356,0.46300869063271655,0.5196141941985173,0.41752458068247544,0.0,0.2890172004699707,100.3,0.0,65.70327599843343
Otsu,18.636080406892216,0.7180967991141186,0.5461569743798292,0.26194881034732387,0.4151496609045944,0.37121557541491884,0.47087912087912087,0.0,0.0013506412506103516,0.0,0.0,99.99549786249797
Adaptive Thresholding,10.702016733503022,0.4657388027454519,0.3242252045298835,0.34398552909255353,0.5118887393449978,0.49678894089474257,0.5279352226720648,0.0,0.0013420581817626953,0.0,0.0,99.99552647272746
Region Growing,5.466345124211882,0.048197267422191804,0.03014686936356609,0.14587111072734077,0.25460299917108337,0.9688396100172051,0.1465587044534413,0.0,0.011131525039672852,89.7,0.0,70.06289491653443
Split and Merge,18.636080406892216,0.7180967991141186,0.5461569743798292,0.26194881034732387,0.4151496609045944,0.37121557541491884,0.47087912087912087,0.0,0.022594451904296875,88.4,0.0,70.45801849365235
MobileNet-Seg,9.248820262489692,0.7126676683305408,0.9193616482310225,0.7331863285556781,0.8460559796437659,0.7331863285556781,1.0,0.0,0.2669389247894287,101.1,0.0,65.7768702507019
K-Means,24.8571719574013,0.660423874741501,0.19544785415015287,0.10376364192703906,0.18801786539350068,0.23091473102822124,0.1585619285120532,0.0,0.3719522953033447,99.5,0.0,65.59349234898885
Otsu,11.531460039173373,0.3703827604365479,0.19120694977289765,0.3936802132144164,0.5649505668254028,0.5444340054443401,0.5870739817123857,0.0,0.0014500617980957031,687.0,0.0,66.66183312733968
Adaptive Thresholding,9.570248999750783,0.2851679763287984,0.17859204803510256,0.3791870779822587,0.5498704041470673,0.5824013014554222,0.5207813798836243,0.0,0.0016093254089355469,0.0,0.0,99.99463558197021
Region Growing,9.68713454729922,0.08642641568538972,0.10684972392180271,0.3582086822952858,0.5274722315718613,0.5474999301266106,0.5088580631753948,0.0,0.07727980613708496,90.5,0.0,69.57573397954305
Split and Merge,11.531460039173373,0.3703827604365479,0.19120694977289765,0.3936802132144164,0.5649505668254028,0.5444340054443401,0.5870739817123857,0.0,0.004730939865112305,210.9,0.0,66.65089686711629
MobileNet-Seg,8.38611980426885,0.5151259661462534,0.5523400720022155,0.11194200686760779,0.20134504529234148,0.21345012222092888,0.19053927680798005,0.0,0.26250386238098145,102.8,0.0,65.7916537920634
K-Means,26.071584682097892,0.7747831010752021,0.16071428571428573,0.556359605228718,0.7149499426219778,0.9874839450168065,0.5603107410336327,0.0,0.31127238273620605,99.6,0.0078125,65.76216497421264
Otsu,15.096583485254856,0.5992759465911252,0.12824506749740394,0.6528622320496285,0.7899777965645061,0.9853302433371959,0.6592702857763099,0.0,0.0013377666473388672,745.4,0.0,66.66220744450887
Adaptive Thresholding,12.995382064604687,0.16212386007670662,0.02763595484566022,0.7015851031086489,0.8246253470683464,0.989387560223968,0.70690483943496,0.0,0.001264810562133789,0.0,0.0,99.99578396479289
Region Growing,7.256613870053261,0.006631636900955148,0.06960352422907488,0.014374098711448109,0.02834082362652481,1.0,0.014374098711448109,0.0,0.006055116653442383,164.8,0.0,66.64648294448853
Split and Merge,15.096583485254856,0.5992759465911252,0.12824506749740394,0.6528622320496285,0.7899777965645061,0.9853302433371959,0.6592702857763099,0.0,0.005445718765258789,0.0,0.0,99.9818476041158
MobileNet-Seg,7.340230876910323,0.03906191260015278,0.13326551373346898,0.045773828906359025,0.08754058983141319,1.0,0.045773828906359025,0.0,0.2776050567626953,100.8,0.0,65.74131647745769
K-Means,25.586029779216997,0.6376125793770382,0.11592434411226357,0.5959868177898239,0.7468568175458572,0.9837069798180063,0.6019286103118439,0.0,0.26761412620544434,100.9,0.0,65.77461957931519
Otsu,13.368731191859915,0.5798997321521845,0.18938497930218806,0.660600181686606,0.7956161741662108,0.985030764992194,0.6672991678979703,0.0,0.0014579296112060547,0.0,0.0,99.99514023462932
Adaptive Thresholding,11.155852362664172,0.18773544233250003,0.06241045090602613,0.6234419721170714,0.7680495919469957,0.983230597485803,0.6301423127770434,0.0,0.0013756752014160156,0.0,0.0,99.99541441599528
Region Growing,8.451314738739386,0.12591042028370117,0.08134313125127578,0.4124534655606531,0.584024147509788,0.9837158751796043,0.4152889027140524,0.0,0.05539202690124512,108.3,0.0,66.48202657699585
Split and Merge,13.368731191859915,0.5798997321521845,0.18938497930218806,0.660600181686606,0.7956161741662108,0.985030764992194,0.6672991678979703,0.0,0.0028955936431884766,0.0,0.0,99.99034802118938
MobileNet-Seg,6.755123124939343,0.1229183494793875,0.46070234113712377,0.13372029860475224,0.23589645306575038,0.9842357779300891,0.13400731005521424,0.0,0.2651834487915039,101.8,0.0,65.78272183736165
K-Means,22.092910119208522,0.6577020044661596,0.3115824872275755,0.7332175790140547,0.8460767856175881,0.9577356871398799,0.7577352085354025,0.0,0.5188162326812744,100.2,0.0,64.93727922439575
Otsu,12.919353357046173,0.5866733810490269,0.3739341636091158,0.7462799444035647,0.8547082577398022,0.8261341780744428,0.8853297769156159,0.0,0.0012981891632080078,0.0,0.0,99.9956727027893
Adaptive Thresholding,8.947001202235139,0.352227911895515,0.2870346598202824,0.4201007071716835,0.5916491767803835,0.6397620591469088,0.550266731328807,0.0,0.0015139579772949219,0.0,0.0,99.99495347340901
Region Growing,4.516757871055111,0.00024733369846006694,0.0009737098344693282,0.0,0.0,0.0,0.0,0.0,0.0022912025451660156,0.0,0.0,99.99236265818278
