timestamp,algorithm,image_id,mode,input_size_bytes,output_size_bytes,compression_ratio,gate_decision,gate_d_hist,gate_d_mean,gate_p_blocks,capture_time_ms,compression_time_ms,total_pipeline_time_ms,cpu_freq_hz,cpu_temp_c,ram_used_mb,energy_mj,psnr_db,ssim,psnr_db_veg,ssim_veg,psnr_db_bg,ssim_bg
1788502549.4079175,algo/jpeg-qveg-qbg-4x1x4,img_0001,TEST,2231989,228077,9.7861204768565,True,0.0,0.0,0.0,0.026226043701171875,10268.51511001587,10270.701169967651,1000000000,49.926,207.14453125,0.0,39.48840673129418,0.949686351388356,39.54444620412006,0.9499745154772312,34.977934605904686,0.9059726514280686
1788502561.8603194,algo/jpeg-qveg-qbg-4x1x4,img_0002,TEST,2275749,225798,10.078694231126937,True,0.0,0.0,0.0,0.026941299438476562,10300.918817520142,10318.998336791992,1000000000,51.002,168.3359375,0.0,39.54846299335122,0.9472610685457518,39.646791838283534,0.9477282987647033,34.844381564832,0.9043405125746182
1788502574.1130688,algo/jpeg-qveg-qbg-4x1x4,img_0003,TEST,2373199,236482,10.035431872193232,True,0.0,0.0,0.0,0.02765655517578125,10070.799589157104,10089.422464370728,1000000000,51.54,169.33984375,0.0,38.98021650408664,0.9431832719219982,39.13033028000023,0.9439898516994494,34.63636971306874,0.9000931992927317
1788502586.2817528,algo/jpeg-qveg-qbg-4x1x4,img_0004,TEST,2441907,244330,9.994298694388737,True,0.0,0.0,0.0,0.029087066650390625,10097.945213317871,10116.605758666992,1000000000,51.54,173.1015625,0.0,38.2971137166576,0.9422045412707395,38.38632244599458,0.9472456697351096,38.03586486657317,0.926711568173045
1788502598.4366856,algo/jpeg-qveg-qbg-4x1x4,img_0005,TEST,2523519,255112,9.891808303803819,True,0.0,0.0,0.0,0.05173683166503906,10302.995443344116,10321.462631225586,1000000000,51.54,167.63671875,0.0,37.84964931278897,0.9378834162257635,38.03396039614774,0.9440226893018204,37.302486161797546,0.9178202964809223
1788502610.7695785,algo/jpeg-qveg-qbg-4x1x4,img_0006,TEST,2228790,223245,9.98360545588927,True,0.0,0.0,0.0,0.04863739013671875,10347.226619720459,10365.358591079712,1000000000,52.078,166.5,0.0,39.79883131854418,0.9492906108582537,40.01893517099319,0.950703520879125,36.16961226022922,0.9105672453084748
1788502623.181603,algo/jpeg-qveg-qbg-4x1x4,img_0007,TEST,2474543,249075,9.934931245608752,True,0.0,0.0,0.0,0.05626678466796875,10350.310325622559,10368.420124053955,1000000000,52.616,167.3515625,0.0,38.280498226243836,0.9391305262596567,38.44041603358039,0.9401946929375639,34.12343544831997,0.8893997228413649
1788502635.4356976,algo/jpeg-qveg-qbg-4x1x4,img_0008,TEST,2449617,245994,9.958035561842971,True,0.0,0.0,0.0,0.046253204345703125,10306.9589138031,10326.617240905762,1000000000,52.078,172.87109375,0.0,38.51220557461036,0.9408725702139206,38.62259474457916,0.9417171258772865,34.37124105788032,0.8861967189929296
1788502647.7193055,algo/jpeg-qveg-qbg-4x1x4,img_0009,TEST,2507491,251309,9.977720654652241,True,0.0,0.0,0.0,0.04553794860839844,10341.012477874756,10360.525846481323,1000000000,53.154,169.84375,0.0,38.188002737730706,0.9380652576964804,38.402835588279125,0.9398634075758059,34.48575487740804,0.8862999906509946
1788502659.81958,algo/jpeg-qveg-qbg-4x1x4,img_0010,TEST,2515256,252194,9.973496593892003,True,0.0,0.0,0.0,0.041484832763671875,10303.848266601562,10322.570085525513,1000000000,53.154,169.6015625,0.0,38.16481796757585,0.9378390795865927,38.38304623305924,0.9396573130852487,34.505855457540136,0.8871962248595419
