timestamp,node_id,image_id,algorithm,profile,psnr_db,ssim,mask_iou,mask_dice,mask_ref_source,cpu_time_ms,memory_kb,compressed_bytes,compression_ratio
2026-09-04T01:21:37.490880,pi-test-01,img_6025,JPEG,-,37.382,0.9522,,,n/a,146.018,512.0,45086.0,20.44
2026-09-04T01:21:37.490880,pi-test-01,img_6025,JPEG2000-ROI,-,34.71,0.926,0.5043,0.6705,sam_uploaded,1122.652,9572.0,160260.0,5.75
2026-09-04T01:21:40.813448,pi-test-01,img_6026,JPEG,-,37.384,0.9522,,,n/a,144.652,512.0,45099.0,20.44
2026-09-04T01:21:40.813448,pi-test-01,img_6026,JPEG2000-ROI,-,34.797,0.9277,0.4935,0.6609,sam_uploaded,1120.683,9572.0,160607.0,5.74
2026-09-04T01:21:44.042201,pi-test-01,img_6027,JPEG,-,37.384,0.9522,,,n/a,145.619,512.0,45102.0,20.43
2026-09-04T01:21:44.042201,pi-test-01,img_6027,JPEG2000-ROI,-,34.705,0.9251,0.5194,0.6837,sam_uploaded,1116.031,9572.0,160430.0,5.74
2026-09-04T01:21:47.319802,pi-test-01,img_6028,JPEG,-,37.382,0.9522,,,n/a,145.491,512.0,45120.0,20.43
2026-09-04T01:21:47.319802,pi-test-01,img_6028,JPEG2000-ROI,-,34.672,0.9252,0.4892,0.657,sam_uploaded,1122.84,9568.0,160271.0,5.75
2026-09-04T01:21:50.611009,pi-test-01,img_6029,JPEG,-,36.971,0.9532,,,n/a,146.975,512.0,47367.0,19.46
2026-09-04T01:21:50.611009,pi-test-01,img_6029,JPEG2000-ROI,-,33.095,0.8949,0.477,0.6459,sam_uploaded,1105.651,9568.0,160525.0,5.74
2026-09-04T01:21:53.890094,pi-test-01,img_6030,JPEG,-,36.97,0.9532,,,n/a,146.713,512.0,47371.0,19.45
2026-09-04T01:21:53.890094,pi-test-01,img_6030,JPEG2000-ROI,-,33.106,0.8958,0.3816,0.5524,sam_uploaded,1117.505,9568.0,160541.0,5.74
2026-09-04T01:21:57.462367,pi-test-01,img_6031,JPEG,-,36.97,0.9532,,,n/a,145.721,512.0,47369.0,19.46
2026-09-04T01:21:57.462367,pi-test-01,img_6031,JPEG2000-ROI,-,33.156,0.8959,0.402,0.5735,sam_uploaded,1103.969,9568.0,160535.0,5.74
2026-09-04T01:22:00.750683,pi-test-01,img_6032,JPEG,-,36.971,0.9532,,,n/a,146.972,512.0,47349.0,19.46
2026-09-04T01:22:00.750683,pi-test-01,img_6032,JPEG2000-ROI,-,33.103,0.8959,0.4857,0.6539,sam_uploaded,1097.643,9572.0,160564.0,5.74
2026-09-04T01:22:03.839969,pi-test-01,img_6033,JPEG,-,39.689,0.9508,,,n/a,139.004,512.0,24583.0,37.49
2026-09-04T01:22:03.839969,pi-test-01,img_6033,JPEG2000-ROI,-,38.983,0.9518,0.4456,0.6165,sam_uploaded,1054.314,9568.0,160498.0,5.74
2026-09-04T01:22:07.273490,pi-test-01,img_6034,JPEG,-,39.689,0.9507,,,n/a,168.346,512.0,24566.0,37.52
2026-09-04T01:22:07.273490,pi-test-01,img_6034,JPEG2000-ROI,-,39.017,0.9517,0.3925,0.5637,sam_uploaded,1024.117,9568.0,160331.0,5.75
2026-09-04T01:22:10.340657,pi-test-01,img_6035,JPEG,-,39.689,0.9507,,,n/a,157.433,512.0,24610.0,37.45
2026-09-04T01:22:10.340657,pi-test-01,img_6035,JPEG2000-ROI,-,39.001,0.9516,0.4477,0.6185,sam_uploaded,1020.891,9568.0,160351.0,5.75
2026-09-04T01:22:13.467604,pi-test-01,img_6036,JPEG,-,39.689,0.9508,,,n/a,139.017,512.0,24617.0,37.44
2026-09-04T01:22:13.467604,pi-test-01,img_6036,JPEG2000-ROI,-,38.808,0.9503,0.4493,0.62,sam_uploaded,1016.917,9572.0,160261.0,5.75
2026-09-04T01:22:16.822922,pi-test-01,img_6037,JPEG,-,36.564,0.9541,,,n/a,145.94,512.0,47790.0,19.28
2026-09-04T01:22:16.822922,pi-test-01,img_6037,JPEG2000-ROI,-,34.149,0.9214,0.5341,0.6963,sam_uploaded,1125.551,9568.0,160503.0,5.74
2026-09-04T01:22:20.187517,pi-test-01,img_6038,JPEG,-,36.566,0.9541,,,n/a,145.663,512.0,47753.0,19.3
2026-09-04T01:22:20.187517,pi-test-01,img_6038,JPEG2000-ROI,-,34.231,0.9215,0.5298,0.6927,sam_uploaded,1113.745,9572.0,160603.0,5.74
2026-09-04T01:22:23.467521,pi-test-01,img_6039,JPEG,-,36.566,0.9541,,,n/a,146.781,512.0,47792.0,19.28
2026-09-04T01:22:23.467521,pi-test-01,img_6039,JPEG2000-ROI,-,34.16,0.9215,0.5366,0.6984,sam_uploaded,1121.237,9572.0,160331.0,5.75
2026-09-04T01:22:26.702222,pi-test-01,img_6040,JPEG,-,36.564,0.9541,,,n/a,145.612,512.0,47793.0,19.28
2026-09-04T01:22:26.702222,pi-test-01,img_6040,JPEG2000-ROI,-,34.277,0.9218,0.5367,0.6985,sam_uploaded,1122.913,9572.0,160441.0,5.74
2026-09-04T01:22:30.054638,pi-test-01,img_6041,JPEG,-,35.296,0.9569,,,n/a,149.256,512.0,59273.0,15.55
2026-09-04T01:22:30.054638,pi-test-01,img_6041,JPEG2000-ROI,-,31.611,0.9063,0.5952,0.7462,sam_uploaded,1175.869,9568.0,160071.0,5.76
2026-09-04T01:22:33.351221,pi-test-01,img_6042,JPEG,-,35.297,0.9569,,,n/a,148.167,512.0,59268.0,15.55
2026-09-04T01:22:33.351221,pi-test-01,img_6042,JPEG2000-ROI,-,31.645,0.9071,0.6174,0.7634,sam_uploaded,1147.894,9568.0,160491.0,5.74
2026-09-04T01:22:36.722893,pi-test-01,img_6043,JPEG,-,35.297,0.9569,,,n/a,149.583,512.0,59307.0,15.54
2026-09-04T01:22:36.722893,pi-test-01,img_6043,JPEG2000-ROI,-,31.57,0.907,0.6008,0.7506,sam_uploaded,1156.242,9568.0,160591.0,5.74
2026-09-04T01:22:40.094414,pi-test-01,img_6044,JPEG,-,35.296,0.9569,,,n/a,148.843,512.0,59321.0,15.54
2026-09-04T01:22:40.094414,pi-test-01,img_6044,JPEG2000-ROI,-,31.621,0.9061,0.6215,0.7666,sam_uploaded,1159.472,9568.0,160615.0,5.74
